Collections Report,,05/29/2026 1119,,,,,,,,,,,,,,,,,,,,,,,
Meiborg Bros,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Customer(s): All,   Categories: All,   Open credits included in total,   Print BOL: N,   Report by: GL date,   Report type: Detailed,   Cutoff / age date: 05/29/2026
Sort by: Customer code,   Next action date: All,   Next action code(s): All,   Include customers: With outstanding balances,   Short paid invoices: Include
Assigned user: *,   Call history included,   Call history start date: 04/29/2026,   Print full call detail: N",,,,,,,,,,,,,,,,,,,,,,,
_______________________________________________________________________________________________________________________________________________________________,,,,,,,,,,,,,,,,,,,,,,,,,
,GL Date,,,,Bill Date,,Order,Age,,Past Due,,Amount,Balance,,,Current,Over 30,,Over 45,Over 60,,Over 90,,,Call Comment
_______________________________________________________________________________________________________________________________________________________________,,,,,,,,,,,,,,,,,,,,,,,,,
M-18BUBC,,,,,,18 Wheels Logistics,,,,,Payables contact:,,,,Invoices,,,Avg Pay Days:,,,,,Past due after 30 days,,
,,,,,,"Burnaby, BC",,,,,Phone:,,,,604-439-8938,,,Last Pmt Date:,,,,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,12/09/2025,,,12/30/2025,,,0533504,171,,141,500.00,,500.00,,,,,,,,,500.00,,,
,12/10/2025,,,12/30/2025,,,0533505,170,,140,500.00,,500.00,,,,,,,,,500.00,,,
,12/11/2025,,,12/30/2025,,,0533506,169,,139,500.00,,500.00,,,,,,,,,500.00,,,
,,,Customer  M-18BUBC  totals:,,,,,,,,,,"$1,500.00",,,$0.00,$0.00,,$0.00,$0.00,,"$1,500.00",,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,0.00,0.00,,%,,%,
M-18WWRS,,,,,,18 Wheels Logisitcs,,,,,Payables contact:,,,,Invoices,,,Avg Pay Days:,,,,,Past due after 30 days,,
,,,,,,"Burnaby, BC",,,,,Phone:,,,,604-439-8938,,,Last Pmt Date:,,,,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,11/30/2025,,,11/30/2025,,,17103,180,,150,"2,016.00",,"2,016.00",,,,,,,,,2016.00,,,
,12/31/2025,,,12/31/2025,,,17554,149,,119,"1,323.00",,"1,323.00",,,,,,,,,1323.00,,,
,,,Customer  M-18WWRS  totals:,,,,,,,,,,"$3,339.00",,,$0.00,$0.00,,$0.00,$0.00,,"$3,339.00",,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,0.00,0.00,,%,,%,
M-3CSEDS,,,,,,"3 C's Services & Cattle Co, Inc",,,,,Payables contact:,,,,Voyd Cannon,,,Avg Pay Days:,,,2.50,,Past due after 10 days,,
,,,,,,"ATOKA, OK",,,,,Phone:,,,,580-889-0948,,,Last Pmt Date:,,,04/13/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,04/12/2026,,,04/12/2026,,,EDS-1334,47,,37,"1,104.81",,"1,104.81",,,,,,1104.81,,,,,,
,08/03/2025,,,08/03/2025,,,EDS-7932,299,,289,"3,000.00",,"3,000.00",,,,,,,,,3000.00,,,
,,,Customer  M-3CSEDS  totals:,,,,,,,,,,"$4,104.81",,,$0.00,$0.00,,"$1,104.81",*,,"$3,000.00",,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,26.92,0.00,,%,,%,
M-4DTWRS,,,,,,4D Trucking Logistics,,,,,Payables contact:,,,,Lymon Jackson,,,Avg Pay Days:,,,21.68,,Past due after 15 days,,
,,,,,,"Orland Park,, IL",,,,,Phone:,,,,708-717-5662,,,Last Pmt Date:,,,04/03/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
